workflow,process,a,c,M,runtime_sec,safe_old_bytes,safe_new_bytes,OOM_old,OOM_new,waste_old_GBh,waste_new_GBh
iwd,demToGraph,30900927.0,,305774592.0,6.531,319080424.48961854,373853497.93518203,0,0,2.2481193556372356e-05,0.00011502437465893359
iwd,demToGraph,30915177.0,,289849344.0,6.112,304905854.51172817,367800163.85744023,0,0,2.380703478836417e-05,0.00012325418155036938
iwd,demToGraph,30900925.0,,310272000.0,6.765,319685001.8263125,374448375.94779015,0,0,1.647379180908098e-05,0.00011231573901004684
iwd,demToGraph,30900567.0,,306704384.0,6.436,316354236.9947667,497728704.16325796,0,0,1.606698403401884e-05,0.00031805507336089394
iwd,demToGraph,30919728.0,,289181696.0,6.09,304366754.9369202,489340961.8339242,0,0,2.392386834598772e-05,0.00031534839238573026
iwd,demToGraph,30900966.0,,309444608.0,6.682,321133975.7468516,362440441.8113466,0,0,2.0206687372918383e-05,9.161062164217078e-05
iwd,demToGraph,30901014.0,,306208768.0,6.507,328276620.80242014,348870796.1211179,0,0,3.714826324989497e-05,7.181578858655001e-05
iwd,demToGraph,30912080.0,,292032512.0,5.758,305792901.2336532,320991961.3230936,0,0,2.0497458161003643e-05,4.313795858434632e-05
iwd,demToGraph,30900740.0,,314650624.0,7.092,319636688.5044726,433774143.8295391,0,0,9.14795983006344e-06,0.00021855657367426162
iwd,demToGraph,30912274.0,,289243136.0,5.952,307079438.44029784,373526560.01153183,0,0,2.74641005023933e-05,0.00012977849167374207
iwd,demToGraph,30900356.0,,289828864.0,6.05,316529253.21734524,588629246.49701,0,0,4.178982920451573e-05,0.00046766422950427524
